0 0.166029
0.0314 -0.0920904
0.0628 0.00389703
0.0942 -0.0290785
0.1256 -0.0464713
0.157 0.317999
0.1884 0.33289
0.2198 0.405891
0.2512 0.287863
0.2826 0.116233
0.314 0.451514
0.3454 0.488927
0.3768 0.379963
0.4082 0.260664
0.4396 0.238286
0.471 0.367855
0.5024 0.594247
0.5338 0.481237
0.5652 0.651939
0.5966 0.51105
0.628 0.751558
0.6594 0.621846
0.6908 0.514847
0.7222 0.709697
0.7536 0.627891
0.785 0.665691
0.8164 0.673505
0.8478 0.695659
0.8792 0.636604
0.9106 0.625839
0.942 0.745002
0.9734 0.749171
1.0048 0.679204
1.0362 0.720574
1.0676 1.04715
1.099 1.03446
1.1304 0.781186
1.1618 0.762877
1.1932 0.742291
1.2246 1.08471
1.256 1.12679
1.2874 1.05593
1.3188 0.795219
1.3502 1.05744
1.3816 0.960715
1.413 1.18255
1.4444 0.848894
1.4758 1.09922
1.5072 1.17938
1.5386 0.803989
1.57 1.08627
1.6014 0.977403
1.6328 0.915726
1.6642 1.1244
1.6956 1.07555
1.727 0.803171
1.7584 0.844838
1.7898 1.14921
1.8212 0.961086
1.8526 0.79211
1.884 0.939272
1.9154 0.779136
1.9468 0.901486
1.9782 0.940976
2.0096 0.795817
2.041 0.932622
2.0724 0.774652
2.1038 0.767836
2.1352 0.886618
2.1666 0.996483
2.198 0.788042
2.2294 0.656698
2.2608 0.902331
2.2922 0.799369
2.3236 0.642822
2.355 0.615444
2.3864 0.528025
2.4178 0.522002
2.4492 0.826926
2.4806 0.525218
2.512 0.674595
2.5434 0.698123
2.5748 0.422139
2.6062 0.655534
2.6376 0.597531
2.669 0.577616
2.7004 0.613655
2.7318 0.303637
2.7632 0.351803
2.7946 0.229191
2.826 0.401795
2.8574 0.440817
2.8888 0.326947
2.9202 0.150365
2.9516 0.0974963
2.983 -0.0208603
3.0144 0.276153
3.0458 0.173037
3.0772 0.0985729
3.1086 0.102482
3.14 -0.152747
3.1714 0.06575
3.2028 0.119803
3.2342 -0.207579
3.2656 -0.104301
3.297 -0.0253086
3.3284 -0.0106091
3.3598 -0.212389
3.3912 -0.374858
3.4226 -0.290816
3.454 -0.474507
3.4854 -0.366852
3.5168 -0.455521
3.5482 -0.329454
3.5796 -0.497253
3.611 -0.614989
3.6424 -0.422501
3.6738 -0.454531
3.7052 -0.505804
3.7366 -0.4603
3.768 -0.537086
3.7994 -0.709276
3.8308 -0.436449
3.8622 -0.609063
3.8936 -0.803924
3.925 -0.56588
3.9564 -0.597345
3.9878 -0.919553
4.0192 -0.78544
4.0506 -0.637033
4.082 -0.763377
4.1134 -0.776247
4.1448 -0.820696
4.1762 -0.883551
4.2076 -0.975621
4.239 -0.923506
4.2704 -0.798899
4.3018 -1.04751
4.3332 -1.09987
4.3646 -0.97649
4.396 -1.13464
4.4274 -0.850868
4.4588 -0.844721
4.4902 -1.05737
4.5216 -0.96822
4.553 -0.95186
4.5844 -0.929006
4.6158 -1.08265
4.6472 -1.10773
4.6786 -0.914454
4.71 -0.800067
4.7414 -0.889095
4.7728 -1.0331
4.8042 -0.993069
4.8356 -1.14841
4.867 -1.0475
4.8984 -1.11146
4.9298 -0.861657
4.9612 -1.03635
4.9926 -0.791528
5.024 -1.01874
5.0554 -1.06832
5.0868 -0.959104
5.1182 -0.781329
5.1496 -1.0607
5.181 -1.02244
5.2124 -0.722243
5.2438 -0.98145
5.2752 -0.747757
5.3066 -0.916872
5.338 -0.669736
5.3694 -0.75433
5.4008 -0.924395
5.4322 -0.734351
5.4636 -0.590505
5.495 -0.821432
5.5264 -0.667779
5.5578 -0.634029
5.5892 -0.535017
5.6206 -0.579264
5.652 -0.712093
5.6834 -0.453167
5.7148 -0.574017
5.7462 -0.592803
5.7776 -0.595675
5.809 -0.43669
5.8404 -0.509447
5.8718 -0.306973
5.9032 -0.554119
5.9346 -0.492145
5.966 -0.382963
5.9974 -0.150959
6.0288 -0.344157
6.0602 -0.342554
6.0916 -0.0903801
6.123 -0.263752
6.1544 -0.0841717
6.1858 0.0124008
6.2172 0.13398
6.2486 -0.0989938
6.28 -0.0124926
